truckid,driverid,event,Region,velocity,event_ind,idling_ind
A90,A90,normal,Yio Chu Kang,66,No,No
A33,A33,normal,Woodlands,0,No,Yes
A13,A13,normal,Telok Blangah,43,No,No
A23,A23,normal,Punggol,43,No,No
A78,A78,normal,Yishun,61,No,No
A76,A76,unsafe following distance,Tampines,0,Yes,Yes
A26,A26,normal,Serangoon,0,No,Yes
A73,A73,normal,Paya Lebar,59,No,No
A22,A22,normal,Serangoon,23,No,No
A90,A90,normal,Kovan,70,No,No
A26,A26,normal,Eunos,16,No,No
A54,A54,overspeed,Paya Lebar,91,Yes,No
A50,A50,normal,Bedok,46,No,No
A37,A37,normal,Sembawang,54,No,No
A9,A9,normal,Tanglin,51,No,No
A41,A41,normal,Bouna Vista,28,No,No
A65,A65,normal,Yishun,35,No,No
A98,A98,normal,Toa Payoh,46,No,No
A98,A98,normal,Tampines,0,No,Yes
A35,A35,normal,Yishun,67,No,No
A78,A78,normal,Telok Blangah,45,No,No
A44,A44,normal,Choa Chu Kang,45,No,No
A22,A22,normal,Kembangan,75,No,No
A81,A81,normal,Potong Pasir,41,No,No
A96,A96,normal,Hougang,0,No,Yes
A36,A36,normal,Yishun,75,No,No
A3,A3,normal,Jurong East,60,No,No
A68,A68,normal,Kembangan,42,No,No
A59,A59,normal,Farrer Park,19,No,No
A11,A11,normal,Tampines,21,No,No
A60,A60,normal,Simei,0,No,Yes
A48,A48,normal,Jurong East,54,No,No
A56,A56,normal,Bukit Gombak,55,No,No
A9,A9,normal,Little India,75,No,No
A68,A68,normal,Chai Chee,0,No,Yes
A78,A78,normal,Boon Lay,69,No,No
A48,A48,normal,Choa Chu Kang,29,No,No
A25,A25,normal,Sembawang,39,No,No
A87,A87,normal,Woodlands,0,No,Yes
A69,A69,normal,Yishun,57,No,No
A77,A77,normal,Yishun,48,No,No
A98,A98,normal,Pasir Ris,71,No,No
A47,A47,normal,Teban Gardens,58,No,No
A25,A25,normal,Woodlands,66,No,No
A54,A54,normal,Yishun,40,No,No
A28,A28,normal,Pasir Laba,34,No,No
A61,A61,normal,Hougang,0,No,Yes
A62,A62,normal,Newton,37,No,No
A45,A45,normal,Bukit Batok,24,No,No
A82,A82,normal,Chai Chee,33,No,No
A41,A41,normal,Tampines,0,No,Yes
A83,A83,normal,Sembawang,69,No,No
A86,A86,normal,Boon Lay,58,No,No
A50,A50,normal,Bedok,75,No,No
A29,A29,normal,Aljunied,62,No,No
A3,A3,normal,Yishun,56,No,No
A8,A8,normal,Newton,60,No,No
A18,A18,normal,Serangoon,24,No,No
A58,A58,normal,Potong Pasir,74,No,No
A85,A85,normal,Yishun,62,No,No
A3,A3,normal,Marine Parade,71,No,No
A72,A72,overspeed,Jurong East,89,Yes,No
A55,A55,normal,Boon Lay,21,No,No
A25,A25,normal,Sembawang,63,No,No
A12,A12,normal,Yio Chu Kang,50,No,No
A17,A17,normal,Little India,34,No,No
A63,A63,normal,Bishan,70,No,No
A37,A37,normal,Toa Payoh,65,No,No
A71,A71,normal,Pasir Ris,19,No,No
A17,A17,normal,Jurong East,0,No,Yes
A39,A39,normal,Marsiling,39,No,No
A4,A4,normal,Newton,0,No,Yes
A44,A44,normal,Woodlands,26,No,No
A68,A68,normal,Bukit Batok,0,No,Yes
A21,A21,normal,Aljunied,66,No,No
A34,A34,normal,Yishun,0,No,Yes
A52,A52,normal,Redhill,18,No,No
A19,A19,normal,Yishun,0,No,Yes
A89,A89,normal,Admiralty,17,No,No
A23,A23,normal,Newton,16,No,No
A78,A78,normal,Bukit Panjang,63,No,No
A36,A36,normal,Tanglin,40,No,No
A74,A74,normal,Yishun,16,No,No
A83,A83,normal,Novena,48,No,No
A70,A70,normal,Teban Gardens,27,No,No
A75,A75,normal,Pasir Ris,23,No,No
A28,A28,normal,Yio Chu Kang,75,No,No
A24,A24,normal,Bukit Merah,66,No,No
A30,A30,normal,Geylang,63,No,No
A87,A87,normal,Bishan,71,No,No
A43,A43,normal,Yishun,0,No,Yes
A12,A12,normal,Little India,0,No,Yes
A97,A97,normal,Little India,75,No,No
A78,A78,normal,Teban Gardens,0,No,Yes
A29,A29,normal,Aljunied,70,No,No
A92,A92,normal,Hougang,21,No,No
A82,A82,normal,Woodlands,48,No,No
A94,A94,normal,Redhill,27,No,No
A94,A94,normal,Jurong East,0,No,Yes
A32,A32,normal,Chai Chee,45,No,No
A43,A43,normal,Yishun,0,No,Yes
A67,A67,normal,Kovan,0,No,Yes
A16,A16,normal,Yio Chu Kang,60,No,No
A63,A63,normal,Choa Chu Kang,0,No,Yes
A17,A17,normal,Little India,34,No,No
A79,A79,normal,Woodlands,53,No,No
A99,A99,normal,Eunos,18,No,No
A69,A69,normal,Hougang,27,No,No
A59,A59,normal,Boon Keng,0,No,Yes
A58,A58,normal,Potong Pasir,42,No,No
A28,A28,normal,Boon Lay,70,No,No
A97,A97,normal,Queenstown,31,No,No
A63,A63,normal,Pasir Laba,58,No,No
A43,A43,normal,Bukit Panjang,54,No,No
A18,A18,lane departure,Bukit Batok,74,Yes,No
A97,A97,normal,Pasir Laba,0,No,Yes
A58,A58,normal,Tampines,28,No,No
A3,A3,normal,Yishun,57,No,No
A63,A63,normal,Pasir Laba,55,No,No
A64,A64,normal,Bukit Gombak,21,No,No
A89,A89,normal,Yio Chu Kang,56,No,No
A53,A53,normal,Eunos,36,No,No
A20,A20,normal,Yishun,0,No,Yes
A51,A51,normal,Macpherson,0,No,Yes
A16,A16,normal,Tampines,23,No,No
A3,A3,normal,Ang Mo Kio,0,No,Yes
A83,A83,normal,Bouna Vista,41,No,No
A71,A71,normal,Kent Ridge,54,No,No
A91,A91,normal,Yishun,43,No,No
A76,A76,normal,Eunos,43,No,No
A49,A49,normal,Bukit Batok,0,No,Yes
A75,A75,normal,Yio Chu Kang,69,No,No
A26,A26,normal,Kembangan,0,No,Yes
A29,A29,normal,Toa Payoh,19,No,No
A66,A66,normal,Little India,51,No,No
A72,A72,normal,Ang Mo Kio,71,No,No
A19,A19,normal,Geylang,23,No,No
A40,A40,normal,Woodlands,0,No,Yes
A42,A42,normal,Bukit Batok,71,No,No
A5,A5,normal,Teban Gardens,37,No,No
A64,A64,normal,Bouna Vista,41,No,No
A62,A62,normal,Marsiling,16,No,No
A77,A77,normal,Newton,75,No,No
A60,A60,overspeed,Bukit Batok,91,Yes,No
A93,A93,normal,Yishun,51,No,No
A76,A76,overspeed,Tampines,78,Yes,No
A79,A79,normal,Kent Ridge,18,No,No
A70,A70,normal,Yishun,62,No,No
A6,A6,normal,Aljunied,41,No,No
A90,A90,normal,Yishun,42,No,No
A97,A97,normal,Yio Chu Kang,20,No,No
A49,A49,normal,Bouna Vista,37,No,No
A14,A14,normal,Novena,42,No,No
A83,A83,normal,Sembawang,0,No,Yes
A65,A65,normal,Tampines,34,No,No
A31,A31,normal,Potong Pasir,40,No,No
A95,A95,normal,Yishun,0,No,Yes
A56,A56,normal,Toa Payoh,75,No,No
A83,A83,normal,Woodlands,0,No,Yes
A82,A82,normal,Farrer Park,25,No,No
A39,A39,normal,Marsiling,34,No,No
A38,A38,normal,Yishun,18,No,No
A92,A92,normal,Boon Lay,52,No,No
A100,A100,normal,Yishun,47,No,No
A59,A59,normal,Bishan,27,No,No
A58,A58,normal,Marsiling,0,No,Yes
A99,A99,normal,Bouna Vista,73,No,No
A84,A84,overspeed,Marine Parade,88,Yes,No
A82,A82,normal,Bukit Panjang,22,No,No
A12,A12,normal,Tampines,0,No,Yes
A19,A19,normal,Yishun,53,No,No
A7,A7,normal,Tampines,52,No,No
A79,A79,normal,Choa Chu Kang,32,No,No
A19,A19,normal,Queenstown,74,No,No
A9,A9,normal,Pasir Laba,28,No,No
A25,A25,normal,Aljunied,62,No,No
A63,A63,normal,Yishun,0,No,Yes
A7,A7,normal,Eunos,72,No,No
A88,A88,unsafe following distance,Jurong East,59,Yes,No
A29,A29,normal,Bishan,70,No,No
A52,A52,normal,Bishan,69,No,No
A96,A96,normal,Newton,0,No,Yes
A97,A97,lane departure,Yio Chu Kang,53,No,No
A2,A2,normal,Kent Ridge,26,No,No
A98,A98,normal,Choa Chu Kang,0,No,Yes
A16,A16,normal,Queenstown,61,No,No
A10,A10,normal,Toa Payoh,0,No,Yes
A92,A92,lane departure,Tampines,74,Yes,No
A63,A63,normal,Jurong East,43,No,No
A18,A18,normal,Woodlands,0,No,Yes
A84,A84,normal,Yishun,47,No,No
A19,A19,normal,Boon Lay,75,No,No
A24,A24,normal,Queenstown,45,No,No
A71,A71,normal,Yio Chu Kang,16,No,No
A60,A60,normal,Novena,60,No,No
A99,A99,normal,Ang Mo Kio,63,No,No
A29,A29,normal,Bishan,54,No,No
A22,A22,normal,Tampines,19,No,No
A45,A45,unsafe following distance,Tampines,28,Yes,No
A90,A90,normal,Telok Blangah,66,No,No
A7,A7,normal,Ang Mo Kio,20,No,No
A51,A51,normal,Macpherson,29,No,No
A45,A45,normal,Yishun,0,No,Yes
A24,A24,normal,Teban Gardens,42,No,No
A59,A59,normal,Telok Blangah,50,No,No
A60,A60,normal,Bukit Batok,0,No,Yes
A93,A93,normal,Queenstown,75,No,No
A54,A54,normal,Newton,0,No,Yes
A44,A44,normal,Choa Chu Kang,0,No,Yes
A62,A62,normal,Little India,0,No,Yes
A44,A44,normal,Yio Chu Kang,34,No,No
A18,A18,normal,Tampines,55,No,No
A31,A31,normal,Yishun,0,No,Yes
A93,A93,overspeed,Teban Gardens,78,Yes,No
A37,A37,normal,Simei,69,No,No
A43,A43,normal,Yishun,44,No,No
A47,A47,normal,Yio Chu Kang,32,No,No
A14,A14,normal,Toa Payoh,64,No,No
A9,A9,normal,Pasir Laba,34,No,No
A29,A29,normal,Novena,66,No,No
A47,A47,normal,Yishun,54,No,No
A22,A22,normal,Tampines,42,No,No
A19,A19,normal,Tampines,70,No,No
A36,A36,normal,Tampines,21,No,No
A52,A52,normal,Woodlands,71,No,No
A60,A60,normal,Bukit Gombak,21,No,No
A28,A28,normal,Yishun,0,No,Yes
A28,A28,normal,Pasir Laba,0,No,Yes
A77,A77,normal,Hougang,0,No,Yes
A89,A89,normal,Admiralty,69,No,No
A5,A5,normal,Teban Gardens,0,No,Yes
A88,A88,normal,Bukit Batok,34,No,No
A58,A58,normal,Newton,0,No,Yes
A100,A100,normal,Paya Lebar,26,No,No
A14,A14,normal,Woodlands,0,No,Yes
A14,A14,normal,Yishun,62,No,No
A22,A22,normal,Potong Pasir,17,No,No
A91,A91,normal,Chai Chee,57,No,No
A34,A34,lane departure,Yishun,74,Yes,No
A71,A71,normal,Choa Chu Kang,0,No,Yes
A23,A23,normal,Bukit Batok,54,No,No
A90,A90,normal,Tampines,31,No,No
A24,A24,normal,Woodlands,26,No,No
A13,A13,normal,Tampines,17,No,No
A67,A67,normal,Choa Chu Kang,0,No,Yes
A11,A11,normal,Marine Parade,34,No,No
A6,A6,normal,Novena,69,No,No
A3,A3,normal,Tampines,21,No,No
A49,A49,normal,Yishun,0,No,Yes
A68,A68,normal,Bouna Vista,0,No,Yes
A53,A53,normal,Potong Pasir,16,No,No
A30,A30,normal,Geylang,67,No,No
A88,A88,normal,Yishun,20,No,No
A80,A80,normal,Bouna Vista,0,No,Yes
A100,A100,normal,Paya Lebar,39,No,No
A40,A40,normal,Yishun,0,No,Yes
A49,A49,normal,Tampines,27,No,No
A32,A32,normal,Woodlands,68,No,No
A15,A15,normal,Tampines,0,No,Yes
A23,A23,normal,Newton,50,No,No
A69,A69,normal,Yishun,39,No,No
A9,A9,normal,Tanglin,0,No,Yes
A8,A8,normal,Yishun,17,No,No
A67,A67,normal,Yishun,72,No,No
A63,A63,normal,Bishan,0,No,Yes
A45,A45,normal,Yishun,42,No,No
A33,A33,normal,Novena,47,No,No
A17,A17,normal,Yio Chu Kang,58,No,No
A95,A95,normal,Kembangan,56,No,No
A3,A3,normal,Potong Pasir,0,No,Yes
A14,A14,normal,Chai Chee,16,No,No
A23,A23,unsafe following distance,Queenstown,0,Yes,Yes
A10,A10,normal,Woodlands,57,No,No
A71,A71,normal,Little India,0,No,Yes
A2,A2,normal,Yio Chu Kang,46,No,No
A87,A87,normal,Woodlands,68,No,No
A40,A40,normal,Kovan,61,No,No
A14,A14,normal,Novena,42,No,No
A59,A59,unsafe following distance,Chai Chee,0,Yes,Yes
A41,A41,normal,Bouna Vista,26,No,No
A82,A82,normal,Tanglin,31,No,No
A41,A41,normal,Bouna Vista,0,No,Yes
A18,A18,normal,Yishun,58,No,No
A66,A66,normal,Newton,0,No,Yes
A45,A45,normal,Woodlands,56,No,No
A21,A21,normal,Little India,55,No,No
A68,A68,normal,Bouna Vista,27,No,No
A75,A75,normal,Redhill,46,No,No
A73,A73,normal,Yishun,62,No,No
A78,A78,normal,Pasir Laba,0,No,Yes
A84,A84,normal,Yishun,64,No,No
A73,A73,normal,Bedok,39,No,No
A19,A19,normal,Queenstown,0,No,Yes
A21,A21,normal,Redhill,59,No,No
A71,A71,normal,Choa Chu Kang,0,No,Yes
A30,A30,normal,Bukit Batok,21,No,No
A16,A16,normal,Little India,41,No,No
A60,A60,normal,Bukit Batok,51,No,No
A1,A1,normal,Boon Lay,54,No,No
A67,A67,normal,Yishun,48,No,No
A31,A31,normal,Admiralty,40,No,No
A68,A68,normal,Potong Pasir,0,No,Yes
A66,A66,normal,Little India,44,No,No
A60,A60,normal,Novena,0,No,Yes
A66,A66,normal,Yishun,46,No,No
A36,A36,normal,Chai Chee,45,No,No
A91,A91,normal,Novena,0,No,Yes
A58,A58,normal,Potong Pasir,44,No,No
A82,A82,normal,Tanglin,28,No,No
A76,A76,normal,Jurong East,0,No,Yes
A58,A58,normal,Yishun,62,No,No
A26,A26,normal,Tampines,17,No,No
A30,A30,normal,Yishun,70,No,No
A21,A21,normal,Aljunied,25,No,No
A78,A78,normal,Boon Keng,62,No,No
A2,A2,normal,Kent Ridge,63,No,No
A50,A50,normal,Queenstown,0,No,Yes
A4,A4,normal,Sengkang,39,No,No
A3,A3,normal,Marine Parade,19,No,No
A88,A88,normal,Queenstown,0,No,Yes
A88,A88,normal,Alexandra,0,No,Yes
A38,A38,normal,Yishun,75,No,No
A49,A49,unsafe following distance,Yishun,62,Yes,No
A58,A58,normal,Little India,18,No,No
A58,A58,normal,Yishun,48,No,No
A31,A31,normal,Newton,49,No,No
A19,A19,normal,Bedok,62,No,No
A66,A66,normal,Marsiling,31,No,No
A50,A50,normal,Queenstown,37,No,No
A49,A49,normal,Eunos,53,No,No
A7,A7,normal,Jurong East,60,No,No
A11,A11,normal,Alexandra,48,No,No
A11,A11,normal,Bukit Batok,48,No,No
A97,A97,unsafe following distance,Clementi,50,Yes,No
A69,A69,lane departure,Paya Lebar,39,Yes,No
A69,A69,normal,Yishun,0,No,Yes
A82,A82,normal,Teban Gardens,20,No,No
A9,A9,normal,Pasir Laba,0,No,Yes
A90,A90,normal,Woodlands,25,No,No
A50,A50,overspeed,Boon Lay,81,Yes,No
A74,A74,unsafe following distance,Clementi,15,Yes,No
A86,A86,normal,Woodlands,55,No,No
A41,A41,normal,Serangoon,16,No,No
A35,A35,lane departure,Tampines,48,Yes,No
A55,A55,normal,Little India,64,No,No
A30,A30,normal,Yishun,74,No,No
A72,A72,normal,Chai Chee,48,No,No
A45,A45,normal,Woodlands,44,No,No
A89,A89,normal,Clementi,70,No,No
A12,A12,normal,Little India,64,No,No
A1,A1,normal,Teban Gardens,20,No,No
A88,A88,normal,Bukit Batok,16,No,No
A51,A51,normal,Yishun,45,No,No
A38,A38,normal,Yishun,46,No,No
A69,A69,unsafe following distance,Yishun,15,Yes,No
A24,A24,normal,Little India,57,No,No
A46,A46,normal,Queenstown,47,No,No
A97,A97,normal,Clementi,0,No,Yes
A42,A42,normal,Sengkang,0,No,Yes
A20,A20,normal,Yishun,40,No,No
A81,A81,normal,Yishun,25,No,No
A51,A51,normal,Teban Gardens,46,No,No
A80,A80,normal,Yishun,73,No,No
A48,A48,normal,Toa Payoh,16,No,No
A40,A40,normal,Little India,0,No,Yes
A22,A22,normal,Serangoon,51,No,No
A100,A100,unsafe following distance,Hougang,0,Yes,Yes
A3,A3,normal,Eunos,0,No,Yes
A28,A28,normal,Boon Lay,0,No,Yes
A15,A15,normal,Queenstown,0,No,Yes
A24,A24,normal,Woodlands,0,No,Yes
A58,A58,normal,Tampines,0,No,Yes
A18,A18,normal,Tampines,0,No,Yes
A6,A6,normal,Aljunied,0,No,Yes
A13,A13,normal,Tanglin,0,No,Yes
A7,A7,normal,Geylang,75,No,No
A93,A93,normal,Admiralty,58,No,No
A72,A72,normal,Yishun,75,No,No
A27,A27,normal,Paya Lebar,0,No,Yes
A15,A15,normal,Geylang,75,No,No
A6,A6,normal,Kent Ridge,27,No,No
A65,A65,normal,Yishun,40,No,No
A36,A36,normal,Tanglin,42,No,No
A40,A40,normal,Tampines,41,No,No
A66,A66,normal,Little India,24,No,No
A8,A8,normal,Potong Pasir,46,No,No
A6,A6,unsafe following distance,Clementi,23,Yes,No
A94,A94,normal,Jurong East,0,No,Yes
A47,A47,normal,Queenstown,73,No,No
A60,A60,overspeed,Bukit Batok,91,Yes,No
A56,A56,normal,Clementi,75,No,No
A33,A33,normal,Novena,0,No,Yes
A18,A18,normal,Tampines,56,No,No
A15,A15,normal,Hougang,52,No,No
A82,A82,normal,Pasir Laba,0,No,Yes
A85,A85,normal,Little India,34,No,No
A57,A57,normal,Yishun,16,No,No
A70,A70,unsafe following distance,Bukit Panjang,53,Yes,No
A56,A56,normal,Aljunied,0,No,Yes
A81,A81,normal,Yishun,67,No,No
A66,A66,normal,Yishun,52,No,No
A51,A51,normal,Teban Gardens,46,No,No
A46,A46,normal,Yishun,38,No,No
A76,A76,normal,Marine Parade,55,No,No
A7,A7,unsafe following distance,Jurong East,53,Yes,No
A4,A4,normal,Punggol,48,No,No
A96,A96,normal,Hougang,23,No,No
A75,A75,normal,Yio Chu Kang,45,No,No
A95,A95,normal,Chai Chee,0,No,Yes
A84,A84,lane departure,Bukit Batok,22,Yes,No
A36,A36,lane departure,Woodlands,24,Yes,No
A60,A60,normal,Bukit Gombak,36,No,No
A28,A28,normal,Chai Chee,56,No,No
A26,A26,normal,Kembangan,73,No,No
A68,A68,normal,Tampines,26,No,No
A69,A69,normal,Boon Lay,0,No,Yes
A70,A70,normal,Yishun,0,No,Yes
A53,A53,normal,Bukit Batok,0,No,Yes
A3,A3,normal,Yishun,55,No,No
A85,A85,normal,Tampines,0,No,Yes
A93,A93,normal,Teban Gardens,48,No,No
A83,A83,normal,Woodlands,26,No,No
A62,A62,normal,Yishun,0,No,Yes
A87,A87,normal,Woodlands,33,No,No
A8,A8,normal,Newton,0,No,Yes
A95,A95,normal,Kembangan,44,No,No
A34,A34,normal,Alexandra,61,No,No
A5,A5,normal,Tanglin,0,No,Yes
A92,A92,normal,Sengkang,22,No,No
A69,A69,normal,Hougang,40,No,No
A10,A10,normal,Clementi,54,No,No
A31,A31,normal,Punggol,75,No,No
A27,A27,unsafe following distance,Tampines,21,Yes,No
A93,A93,normal,Woodlands,0,No,Yes
A50,A50,normal,Sengkang,0,No,Yes
A83,A83,normal,Woodlands,21,No,No
A54,A54,normal,Marsiling,17,No,No
A39,A39,normal,Marsiling,23,No,No
A61,A61,normal,Boon Lay,70,No,No
A32,A32,normal,Pasir Laba,0,No,Yes
A32,A32,normal,Macpherson,33,No,No
A88,A88,normal,Geylang,42,No,No
A42,A42,normal,Queenstown,0,No,Yes
A49,A49,normal,Kembangan,53,No,No
A20,A20,normal,Bukit Merah,68,No,No
A46,A46,normal,Yishun,58,No,No
A27,A27,normal,Bedok,50,No,No
A73,A73,normal,Sengkang,27,No,No
A74,A74,normal,Boon Keng,75,No,No
A92,A92,normal,Boon Lay,17,No,No
A42,A42,normal,Bedok,42,No,No
A13,A13,normal,Chai Chee,0,No,Yes
A94,A94,normal,Redhill,27,No,No
A70,A70,normal,Bukit Merah,35,No,No
A81,A81,normal,Marsiling,0,No,Yes
A40,A40,normal,Choa Chu Kang,70,No,No
A15,A15,normal,Bukit Batok,56,No,No
A20,A20,normal,Macpherson,17,No,No
A33,A33,normal,Simei,41,No,No
A79,A79,normal,Jurong East,73,No,No
A16,A16,normal,Yio Chu Kang,31,No,No
A92,A92,normal,Hougang,30,No,No
A91,A91,normal,Yishun,50,No,No
A3,A3,normal,Marine Parade,55,No,No
A68,A68,normal,Bukit Batok,0,No,Yes
A16,A16,normal,Tampines,64,No,No
A61,A61,normal,Yishun,0,No,Yes
A79,A79,normal,Woodlands,0,No,Yes
A19,A19,normal,Sengkang,0,No,Yes
A64,A64,normal,Tampines,75,No,No
A87,A87,normal,Bouna Vista,0,No,Yes
A44,A44,normal,Choa Chu Kang,53,No,No
A49,A49,normal,Bouna Vista,43,No,No
A58,A58,lane departure,Tampines,31,Yes,No
A71,A71,normal,Yishun,72,No,No
A6,A6,normal,Novena,0,No,Yes
A23,A23,normal,Yishun,42,No,No
A9,A9,normal,Tampines,0,No,Yes
A14,A14,normal,Tampines,0,No,Yes
A93,A93,unsafe following distance,Queenstown,63,Yes,No
A97,A97,normal,Queenstown,0,No,Yes
A74,A74,normal,Teban Gardens,0,No,Yes
A4,A4,normal,Tampines,40,No,No
A78,A78,normal,Yishun,0,No,Yes
A11,A11,normal,Marine Parade,41,No,No
A61,A61,normal,Queenstown,18,No,No
A28,A28,normal,Teban Gardens,75,No,No
A8,A8,normal,Yishun,0,No,Yes
A8,A8,normal,Tampines,0,No,Yes
A15,A15,normal,Marine Parade,36,No,No
A39,A39,normal,Little India,28,No,No
A24,A24,normal,Tampines,40,No,No
A44,A44,normal,Yishun,48,No,No
A48,A48,normal,Jurong East,71,No,No
A63,A63,normal,Yishun,55,No,No
A26,A26,normal,Serangoon,33,No,No
A11,A11,normal,Yishun,16,No,No
A55,A55,normal,Bukit Panjang,66,No,No
A54,A54,normal,Marsiling,23,No,No
A29,A29,normal,Aljunied,40,No,No
A59,A59,normal,Chai Chee,59,No,No
A79,A79,normal,Kent Ridge,47,No,No
A81,A81,normal,Yishun,73,No,No
A100,A100,normal,Hougang,46,No,No
A22,A22,normal,Yishun,54,No,No
A61,A61,normal,Queenstown,45,No,No
A70,A70,normal,Clementi,0,No,Yes
A32,A32,normal,Macpherson,17,No,No
A92,A92,normal,Yishun,24,No,No
A44,A44,normal,Bishan,45,No,No
A75,A75,normal,Kent Ridge,43,No,No
A86,A86,unsafe following distance,Woodlands,33,Yes,No
A23,A23,normal,Yishun,37,No,No
A65,A65,normal,Geylang,43,No,No
A90,A90,normal,Bishan,0,No,Yes
A100,A100,normal,Newton,40,No,No
A93,A93,normal,Yishun,0,No,Yes
A25,A25,normal,Kovan,57,No,No
A56,A56,normal,Sembawang,61,No,No
A76,A76,normal,Yishun,51,No,No
A76,A76,normal,Yishun,0,No,Yes
A18,A18,normal,Simei,0,No,Yes
A54,A54,normal,Newton,72,No,No
A45,A45,normal,Serangoon,50,No,No
A86,A86,normal,Farrer Park,32,No,No
A51,A51,normal,Yio Chu Kang,0,No,Yes
A39,A39,normal,Yio Chu Kang,0,No,Yes
A84,A84,normal,Marine Parade,21,No,No
A100,A100,normal,Yishun,0,No,Yes
A73,A73,unsafe following distance,Yishun,28,Yes,No
A57,A57,normal,Marine Parade,25,No,No
A23,A23,normal,Sengkang,20,No,No
A50,A50,normal,Yishun,26,No,No
A46,A46,normal,Queenstown,48,No,No
A5,A5,normal,Macpherson,62,No,No
A8,A8,normal,Yishun,58,No,No
A84,A84,normal,Marine Parade,60,No,No
A96,A96,normal,Queenstown,0,No,Yes
A48,A48,normal,Choa Chu Kang,55,No,No
A58,A58,normal,Punggol,0,No,Yes
A88,A88,normal,Marine Parade,69,No,No
A28,A28,normal,Bukit Panjang,64,No,No
A14,A14,normal,Woodlands,59,No,No
A19,A19,normal,Geylang,0,No,Yes
A24,A24,normal,Teban Gardens,51,No,No
A36,A36,normal,Pasir Laba,39,No,No
A26,A26,normal,Kembangan,60,No,No
A3,A3,normal,Ang Mo Kio,74,No,No
A80,A80,normal,Tampines,45,No,No
A41,A41,normal,Toa Payoh,36,No,No
A28,A28,normal,Yishun,29,No,No
A80,A80,unsafe following distance,Ang Mo Kio,43,Yes,No
A34,A34,normal,Yishun,46,No,No
A21,A21,normal,Woodlands,0,No,Yes
A87,A87,normal,Bukit Gombak,68,No,No
A41,A41,normal,Woodlands,0,No,Yes
A26,A26,normal,Yishun,47,No,No
A85,A85,normal,Yishun,62,No,No
A66,A66,normal,Bukit Panjang,53,No,No
A62,A62,normal,Admiralty,66,No,No
A30,A30,normal,Eunos,0,No,Yes
A37,A37,normal,Bukit Gombak,51,No,No
A25,A25,normal,Redhill,43,No,No
A66,A66,normal,Admiralty,0,No,Yes
A96,A96,normal,Queenstown,41,No,No
A41,A41,normal,Woodlands,37,No,No
A79,A79,normal,Jurong East,68,No,No
A95,A95,normal,Chai Chee,35,No,No
A78,A78,normal,Clementi,75,No,No
A93,A93,normal,Bukit Panjang,43,No,No
A50,A50,normal,Marsiling,0,No,Yes
A65,A65,normal,Tampines,73,No,No
A77,A77,normal,Bedok,0,No,Yes
A91,A91,normal,Tampines,27,No,No
A79,A79,normal,Woodlands,0,No,Yes
A40,A40,normal,Little India,32,No,No
A3,A3,normal,Serangoon,64,No,No
A81,A81,normal,Yishun,65,No,No
A72,A72,normal,Chai Chee,60,No,No
A53,A53,normal,Bukit Batok,44,No,No
A10,A10,normal,Novena,65,No,No
A98,A98,unsafe following distance,Toa Payoh,68,Yes,No
A4,A4,normal,Paya Lebar,21,No,No
A91,A91,normal,Bouna Vista,0,No,Yes
A57,A57,normal,Jurong East,60,No,No
A87,A87,normal,Woodlands,40,No,No
A2,A2,normal,Novena,25,No,No
A36,A36,normal,Farrer Park,41,No,No
A11,A11,normal,Yishun,54,No,No
A97,A97,normal,Yishun,60,No,No
A21,A21,normal,Woodlands,15,No,No
A9,A9,normal,Chai Chee,0,No,Yes
A11,A11,normal,Jurong East,55,No,No
A62,A62,normal,Tampines,28,No,No
A53,A53,normal,Yishun,63,No,No
A31,A31,normal,Potong Pasir,0,No,Yes
A15,A15,normal,Yishun,16,No,No
A20,A20,normal,Bukit Panjang,57,No,No
A59,A59,normal,Woodlands,23,No,No
A51,A51,normal,Teban Gardens,0,No,Yes
A99,A99,normal,Serangoon,55,No,No
A82,A82,normal,Chai Chee,22,No,No
A10,A10,normal,Novena,0,No,Yes
A33,A33,normal,Simei,59,No,No
A84,A84,normal,Ang Mo Kio,0,No,Yes
A44,A44,unsafe following distance,Pasir Ris,21,Yes,No
A81,A81,normal,Yishun,55,No,No
A21,A21,normal,Toa Payoh,65,No,No
A87,A87,normal,Novena,75,No,No
A28,A28,normal,Macpherson,42,No,No
A55,A55,normal,Little India,0,No,Yes
A52,A52,normal,Woodlands,22,No,No
A32,A32,normal,Tanglin,67,No,No
A86,A86,normal,Tampines,35,No,No
A80,A80,normal,Tampines,21,No,No
A50,A50,normal,Newton,31,No,No
A63,A63,normal,Woodlands,0,No,Yes
A54,A54,normal,Yishun,23,No,No
A65,A65,normal,Marine Parade,0,No,Yes
A51,A51,normal,Yio Chu Kang,74,No,No
A60,A60,normal,Choa Chu Kang,53,No,No
A29,A29,normal,Pasir Ris,0,No,Yes
A70,A70,normal,Bukit Merah,31,No,No
A85,A85,normal,Tampines,58,No,No
A42,A42,normal,Sengkang,0,No,Yes
A6,A6,normal,Redhill,27,No,No
A11,A11,normal,Alexandra,24,No,No
A13,A13,normal,Pasir Laba,15,No,No
A31,A31,normal,Hougang,0,No,Yes
A43,A43,normal,Bukit Merah,45,No,No
A90,A90,normal,Redhill,46,No,No
A23,A23,normal,Newton,60,No,No
A6,A6,normal,Simei,70,No,No
A7,A7,normal,Yishun,0,No,Yes
